"ISSN","ISSN_L","ISSN_IN_DOAJ","ISSN_IN_ROAD","ISSN_IN_PMC","ISSN_IN_OAPC","ISSN_IN_WOS","ISSN_IN_SCOPUS","JOURNAL_IN_DOAJ","JOURNAL_IN_ROAD","JOURNAL_IN_PMC","JOURNAL_IN_OAPC","JOURNAL_IN_WOS","JOURNAL_IN_SCOPUS","TITLE","TITLE_SOURCE"
"2371-4301","2371-4301",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of psychiatry reform.","ROAD"
"2373-146X","2373-146X",0,1,0,0,0,0,0,1,0,0,0,0,"The Winnower.","ROAD"
"2373-8189","0031-0298",0,1,0,0,0,0,0,1,0,0,0,0,"PaleoBios.","ROAD"
"2374-3565","2374-3565",0,1,0,0,0,0,0,1,0,0,0,0,"Stress, brain and behavior.","ROAD"
"1426-9600","1426-9600",0,1,0,0,0,0,0,1,0,0,0,0,"Aparatura Badawcza i Dydaktyczna.","ROAD"
"1427-9665","1427-9665",0,1,0,0,0,0,0,1,0,0,0,0,"Acta Universitatis Lodziensis.","ROAD"
"1429-0022","1429-0022",0,1,0,0,0,0,0,1,0,0,0,0,"Medicina Sportiva.","ROAD"
"1431-0635","1431-0635",0,1,0,0,0,1,0,1,0,0,1,1,"Documenta mathematica.","ROAD"
"1437-904X","1437-904X",0,1,0,0,0,0,0,1,0,0,0,0,"Concilium medii aevi.","ROAD"
"1452-3701","0039-1743",0,1,0,0,0,0,0,1,0,0,0,0,"Stomatološki glasnik Srbije.","ROAD"
"1453-1275","1453-1275",0,1,0,0,0,0,0,1,0,0,0,0,"Analele Universităţii din Craiova","ROAD"
"1454-2358","1454-2358",0,1,0,0,0,1,0,1,0,0,0,1,"Scientific Bulletin","ROAD"
"1653-4212","1653-4212",0,1,0,0,0,0,0,1,0,0,0,0,"The China and Eurasia forum quarterly","ROAD"
"1654-9163","1654-9163",0,1,0,0,0,0,0,1,0,0,0,0,"The Abraham Zelmanov journal","ROAD"
"1658-3175","0379-5284",0,1,0,0,0,1,0,1,1,0,1,1,"Saudi medical journal.","ROAD"
"1661-5719","1661-5719",0,1,0,0,0,0,0,1,0,0,0,0,"Flusser studies","ROAD"
"1662-5544","1662-5544",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of internet science","ROAD"
"1666-0536","0327-9383",0,1,0,0,0,1,0,1,0,0,0,1,"Mastozoología neotropical.","ROAD"
"1666-4124","1666-4124",0,1,0,0,0,0,0,1,0,0,0,0,"Documentos y aportes en administración pública y gestión estatal.","ROAD"
"1666-7948","1666-7948",0,1,0,0,0,0,0,1,0,0,0,0,"Química viva.","ROAD"
"1667-7900","1667-7900",0,1,0,0,0,0,0,1,0,0,0,0,"El hilo de la fábula.","ROAD"
"1668-2963","1668-2963",0,1,0,0,0,0,0,1,0,0,0,0,"Telar.","ROAD"
"1668-8104","0327-1471",0,1,0,0,0,0,0,1,0,0,0,0,"Cuadernos de la Facultad de Humanidades y Ciencias Sociales. Universidad Nacional de Jujuy.","ROAD"
"1669-9637","0041-6932",0,1,0,0,0,1,0,1,0,0,1,1,"Revista de la Unión Matemática Argentina.","ROAD"
"1678-3026","1678-3026",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of the Brazilian Society of Mechanical Sciences.","ROAD"
"1678-4820","1678-3026",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of the Brazilian Society of Mechanical Sciences.","ROAD"
"1679-3404","1679-3404",0,1,0,0,0,0,0,1,0,0,0,0,"CASA.","ROAD"
"1679-4605","1679-4605",0,1,0,0,0,0,0,1,0,0,0,0,"Revista Ciência em Extensão.","ROAD"
"1679-7361","1679-7361",0,1,0,0,0,0,0,1,0,0,0,0,"Acta Scientiarum.","ROAD"
"1680-0338","1680-0338",0,1,0,0,0,0,0,1,0,0,0,0,"Revista científica de ingeniería hidráulica y ambiental.","ROAD"
"1680-7375","1680-7375",0,1,0,1,0,1,0,1,0,1,0,1,"Atmospheric chemistry and physics discussion.","ROAD"
"1680-9394","1023-0904",0,1,0,0,0,1,0,1,0,0,0,1,"Journal für Menopause.","ROAD"
"1681-0015","1681-0015",0,1,0,0,0,0,0,1,0,0,0,0,"Bìologìâ tvarin.","ROAD"
"1681-5653","1022-6508",0,1,0,0,0,0,0,1,0,0,0,0,"Revista iberoamericana de educación.","ROAD"
"1682-3257","1682-3257",0,1,0,0,0,0,0,1,0,0,0,0,"English for specific purposes world.","ROAD"
"1683-3589","1683-3589",0,1,0,0,0,0,0,1,0,0,0,0,"Basrah journal of surgery.","ROAD"
"1684-7903","1684-7903",0,1,0,0,0,0,0,1,0,0,0,0,"Bukovinsʹkij medičnij vìsnik.","ROAD"
"1687-1324","1687-1308",0,1,0,0,0,1,0,1,0,0,0,1,"International mathematics research surveys.","ROAD"
"1687-420X","1687-420X",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of Nuclear and Radiation Physics (Online)","ROAD"
"1687-6466","1687-6458",0,1,0,0,0,0,0,1,0,0,0,0,"Molecular and Translational Cancer Epidemiology","ROAD"
"1687-6733","1687-6725",0,1,0,0,0,0,0,1,0,0,0,0,"Research Letters in Chemical Engineering (Online)","ROAD"
"1689-8052","1689-8052",0,1,0,0,0,0,0,1,0,0,0,0,"Studia Prawnicze.","ROAD"
"1691-4333","1691-4333",0,1,0,0,0,0,0,1,0,0,0,0,"Arhitektūra un pilsētplānošana.","ROAD"
"1691-5534","1691-4147",0,1,0,0,0,1,0,1,0,0,0,1,"Journal of Teacher Education for Sustainability.","ROAD"
"1692-8156","1692-8156",0,1,0,0,0,1,0,1,0,0,0,1,"International law","ROAD"
"1693-6930","1693-6930",0,1,0,0,0,1,0,1,0,0,0,1,"Telkomnika : telecommunication, computing, electronics and control","ROAD"
"1696-1277","1696-1277",0,1,0,0,0,0,0,1,0,0,0,0,"Circunstancia.","ROAD"
"1697-7920","1697-7912",0,1,0,0,1,1,0,1,0,0,1,1,"Revista iberoamericana de automática e informática industrial.","ROAD"
"1698-0808","1018-9068",0,1,0,1,0,1,0,1,0,1,1,1,"Journal of investigational allergology & clinical immunology.","ROAD"
"1698-8396","1698-8396",0,1,0,0,0,0,0,1,0,0,0,0,"Revista iberoamericana de cirugía de la mano.","ROAD"
"1699-4825","1699-4825",0,1,0,0,0,0,0,1,0,0,0,0,"Aperturas psicoanalíticas.","ROAD"
"1705-7841","1705-7841",0,1,0,0,0,0,0,1,0,0,0,0,"Pimatisiwin.","ROAD"
"1710-0712","1710-0712",0,1,0,0,0,0,0,1,0,0,0,0,"The journal of aboriginal health.","ROAD"
"1710-825X","1710-825X",0,1,0,0,0,0,0,1,0,0,0,0,"Canadian journal of Buddhist studies.","ROAD"
"1712-8056","1712-8056",0,1,0,0,0,0,0,1,0,0,0,0,"Canadian social science.","ROAD"
"1582-5388","1582-5388",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of Preventive Medicine.","ROAD"
"1582-6511","1582-6511",0,1,0,0,0,0,0,1,0,0,0,0,"Impact strategic.","ROAD"
"1583-1817","1583-1817",0,1,0,0,0,0,0,1,0,0,0,0,"Acta terrae septemcastrensis.","ROAD"
"1583-3410","1583-3410",0,1,0,0,1,1,0,1,0,0,1,1,"Revista de cercetare şi intervenţie socială.","ROAD"
"1583-4026","1583-4026",0,1,0,0,0,0,0,1,0,0,0,0,"Revista română de anatomie funcţională şi clinică, macro şi microscopică şi antropologie.","ROAD"
"1586-8850","1586-8850",0,1,0,0,1,0,0,1,0,0,1,1,"Miskolc mathematical notes a publications of the University of Miskolc","ROAD"
"1587-6810","1587-6810",0,1,0,0,0,0,0,1,0,0,0,0,"Studia iuvenum iurisperitorum a Pécsi Tudományegyetem Állam- és Jogtudományi Kara hallgatóinak tanulmányai","ROAD"
"1809-4872","1809-4856",0,0,0,0,0,0,0,1,0,0,0,0,"Arquivos Internacionais de Otorrinolaringologia.","ROAD"
"1835-8063","1325-8338",0,0,0,0,0,0,0,1,0,0,0,0,"Australian humanities review","ROAD"
"1848-5979","1848-5987",0,0,0,0,0,0,0,1,0,0,0,0,"Journal of classical analysis","ROAD"
"1849-2428","1847-2397",0,0,0,0,0,0,0,1,0,0,0,0,"Suvremene teme","ROAD"
"1857-1999","2345-1963",0,0,0,0,0,0,0,1,0,0,0,0,"Revista Moldovenească de Drept Internaţional şi Relaţii Internaţionale.","ROAD"
"1853-256X","1852-9348",0,0,0,0,0,0,0,1,0,0,0,0,"Revista argentina de anatomía online.","ROAD"
"1884-4170","0007-5124",0,0,0,0,0,0,0,1,1,0,1,1,"Experimental animals.","ROAD"
"1897-8649","2080-2145",0,0,0,0,0,1,0,1,0,0,0,1,"Journal of Automation, Mobile Robotics & Intelligent Systems.","ROAD"
"1962-9419","1287-2431",0,0,0,0,0,0,0,1,0,0,0,0,"Revue d'histoire de l'enfance ""irrégulière"".","ROAD"
"1969-0622","1634-359X",0,0,0,0,0,0,0,1,0,0,0,0,"Recherches & éducations.","ROAD"
"2345-1718","0013-5739",0,1,0,0,0,0,0,1,0,0,0,1,"Èlektronnaâ obrabotka materialov","ROAD"
"2345-4318","2345-430X",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of environmental resources research","ROAD"
"2345-4466","2345-4466",0,1,0,0,0,0,0,1,0,0,0,0,"Farhang va adabiyyāt-i ̒āmah.","ROAD"
"2345-4539","2345-4539",0,1,0,0,0,0,0,1,0,0,0,0,"Majallah-i biyn/al-milalī-i tajārub va kārkard/hā-yi laṭlūb-i niẓām-i murāqibat/hā-yi avvaliyah-i bihdāshtī","ROAD"
"2345-4776","2345-2196",0,1,0,0,0,0,0,1,0,0,0,0,"Pizhūhish/hā-yi āmūzish va yādgīrī","ROAD"
"2345-492X","2345-492X",0,1,0,0,0,0,0,1,0,0,0,0,"Faṣlnāmah-i barnāmah/rīzī-i rifāh va tusi̒ah-i ijtimā̒ī.","ROAD"
"2345-5071","2345-5071",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of archives in military medicine.","ROAD"
"2345-5241","2345-5233",0,1,0,0,0,0,0,1,0,0,0,0,"Faṣlnāmah-i pizhuhishnāmah-i nahj/al-balāghah","ROAD"
"2345-5314","2345-5314",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of modern management and foresight","ROAD"
"2345-5365","1735-1960",0,1,0,0,0,0,0,1,0,0,0,0,"Majallah-i irgunumī","ROAD"
"2345-5764","2345-5756",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of nursing and midwifery sciences","ROAD"
"2345-5837","2345-5829",0,1,0,0,0,0,0,1,0,0,0,0,"Frontiers in biomedical technologies","ROAD"
"2345-6000","2345-6000",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of maritime technology.","ROAD"
"2345-6086","2345-6086",0,1,0,0,0,0,0,1,0,0,0,0,"Global journal of management studies and researches","ROAD"
"2345-6191","2322-245X",0,1,0,0,0,0,0,1,0,0,0,0,"Salāmat-i khānavādah","ROAD"
"2345-6221","2251-9246",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of smart electrical engineering","ROAD"
"2345-6582","2345-6582",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of computer and robotics.","ROAD"
"2345-6876","2345-6876",0,1,0,0,0,0,0,1,0,0,0,0,"Zirā̒at-i diym-i Īrān","ROAD"
"2345-6922","1025-8620",0,1,0,0,0,0,0,1,0,0,0,1,"Muḥīṭ/shināsī","ROAD"
"2394-1502","2394-1502",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of pharmaceutical sciences research.","ROAD"
"2394-1618","2394-1618",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of pharmacy and pharmaceutical analysis.","ROAD"
"2394-1685","2394-1685",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of physical education, sports and health.","ROAD"
"2394-1693","2394-1685",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of physical education, sports and health.","ROAD"
"2394-2320","2394-2320",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of engineering research in computer science engineering.","ROAD"
"2394-2738","2394-272X",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of community health management.","ROAD"
"2394-2789","2394-2789",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of pharmaceutical chemistry and analysis.","ROAD"
"2394-2894","2394-2894",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of applied sciences and mathematics.","ROAD"
"2394-3165","2394-3165",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of energy, sustainability and environmental engineering.","ROAD"
"2394-3394","2394-3394",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of advanced research foundation.","ROAD"
"2394-3416","2394-3408",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of advanced computing and electronics technology.","ROAD"
"2394-370X","2394-370X",0,1,0,0,0,0,0,1,0,0,0,0,"Research journal of bioinformatics.","ROAD"
"2394-3785","2394-3777",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of advanced research trends in engineering and technology.","ROAD"
"2394-4161","2349-1701",0,1,0,0,0,0,0,1,0,0,0,0,"MITS international journal of business research.","ROAD"
"2394-4676","2394-4676",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of progresses in civil engineering.","ROAD"
"2394-4854","2394-4854",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of research and innovation in engineering technology.","ROAD"
"2394-4978","2394-4978",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of nursing & clinical practice.","ROAD"
"2394-5133","2394-5133",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of analytical, experimental and finite element analysis.","ROAD"
"2394-5141","2394-5133",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of analytical, experimental and finite element analysis.","ROAD"
"2394-5354","2394-5354",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of emerging trends in engineering, science and technology.","ROAD"
"2394-5532","2394-5532",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of applied and pure science and agriculture.","ROAD"
"2394-5818","2394-5818",0,1,0,0,0,0,0,1,0,0,0,0,"Civil engineering and urban planning: an international journal.","ROAD"
"2394-6032","2394-6032",0,1,0,0,0,0,0,1,0,0,0,0,"International jouranl of community medicine and public health.","ROAD"
"0974-6471","0974-6471",0,1,0,0,0,0,0,1,0,0,0,0,"Oriental journal of computer science and technology.","ROAD"
"0975-1602","0974-6013",0,1,0,0,0,1,0,1,0,0,0,1,"PVRI review.","ROAD"
"0975-248X","0975-248X",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of pharmaceutical sciences and drug research.","ROAD"
"0976-2787","0973-6581",0,1,1,0,0,1,0,1,1,0,0,1,"Pharmacognosy review.","ROAD"
"0976-5689","0976-5689",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of chemistry research.","ROAD"
"0989-5191","0989-5191",0,1,0,0,0,0,0,1,0,0,0,0,"Cahiers du Brésil contemporain.","ROAD"
"1013-0632","1013-0632",0,1,0,0,0,0,0,1,0,0,0,0,"Archiv für schweizerische Geschichte.","ROAD"
"1016-1597","1016-1597",0,1,0,0,0,0,0,1,0,0,0,0,"Punjab University journal of zoology.","ROAD"
"1017-1827","1017-1827",0,1,0,0,0,0,0,1,0,0,0,0,"Pakistan entomologist.","ROAD"
"1017-7132","1017-7132",0,1,0,0,0,0,0,1,0,0,0,0,"Zhōnghuá fóxué xuébào.","ROAD"
"1018-4287","1018-4287",0,1,0,0,0,1,0,1,0,0,0,1,"Bangladesh journal of obstetrics & gynaecology.","ROAD"
"1018-9068","1018-9068",0,1,0,1,1,1,0,1,0,1,1,1,"Journal of investigational allergology & clinical immunology.","ROAD"
"1021-2787","1021-2787",0,1,0,0,0,0,0,1,0,0,0,0,"The Dhaka University journal of biological sciences.","ROAD"
"1021-6790","1021-6790",0,1,0,0,1,1,0,1,0,0,1,1,"The Ethiopian journal of health development.","ROAD"
"1024-0675","1024-0675",0,1,0,0,0,0,0,1,0,0,0,0,"Revista de la Sociedad boliviana de pediatría.","ROAD"
"1025-9589","1025-9589",0,1,0,0,0,1,0,1,0,0,0,1,"Journal of Ayub Medical College .","ROAD"
"1028-4796","1028-4796",0,1,0,0,0,1,0,1,0,0,0,1,"Revista cubana de plantas medicinales.","ROAD"
"1053-6736","1053-6736",0,1,0,0,0,0,0,1,0,0,0,0,"Duke journal of comparative & international law.","ROAD"
"1084-7561","1084-7561",0,1,0,0,0,0,0,1,0,0,0,0,"Electronic journal of Vedic studies","ROAD"
"1102-7355","1102-7355",0,1,0,0,0,1,0,1,0,0,0,1,"Current Swedish archaeology.","ROAD"
"1124-1667","1124-1667",0,1,0,0,0,0,0,1,0,0,0,0,"Rendiconti. Classe di lettere e scienze morali e storiche.","ROAD"
"1130-5517","1130-5517",0,1,0,0,0,0,0,1,0,0,0,0,"Anuario del Departamento de Historia y Teoría del Arte.","ROAD"
"1134-6795","1134-6795",0,1,0,0,0,0,0,1,0,0,0,0,"Secuencias.","ROAD"
"1136-1034","1136-1034",0,1,0,0,1,1,0,1,0,0,1,1,"Revista de psicodidáctica =.","ROAD"
"1138-039X","1138-039X",0,1,0,0,0,0,0,1,0,0,0,0,"Anuario da Facultade de Dereito da Universidade da Coruña.","ROAD"
"1138-9354","1138-9354",0,1,0,0,0,0,0,1,0,0,0,0,"Boletín de arqueología experimental.","ROAD"
"1139-3637","1139-3637",0,1,0,0,0,0,0,1,0,0,0,0,"Espéculo.","ROAD"
"1174-4707","1174-4707",0,1,0,0,0,1,0,1,0,0,0,1,"Australasian journal of disaster and trauma studies","ROAD"
"1179-0652","1179-0652",0,1,1,1,0,0,0,1,1,1,0,0,"Open journal of cardiovascular surgery","ROAD"
"1195-4353","1195-4353",0,1,0,0,0,0,0,1,0,0,0,0,"The college quarterly.","ROAD"
"1200-3344","1200-3344",0,1,0,0,0,0,0,1,0,0,0,0,"Working papers of the Linguistics Circle of the University of Victoria.","ROAD"
"1210-3306","1210-3306",0,1,0,0,1,1,0,1,0,0,1,1,"Listy cukrovarnické a řepařské.","ROAD"
"1212-6209","1212-6209",0,1,0,0,0,0,0,1,0,0,0,0,"Geologické výzkumy na Moravě a ve Slezsku v roce ....","ROAD"
"1225-097X","1225-097X",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of laboratory medicine and quality assurance","ROAD"
"1225-7060","1225-7060",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of the Korean society of food culture","ROAD"
"1225-9705","1225-9705",0,1,0,0,0,0,0,1,0,0,0,0,"Han-gukanggong-unhanghakoeji (Online)","ROAD"
"1226-640X","1226-640X",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of Korean society of health-system pharmacists (Online)","ROAD"
"1226-8445","1226-8445",0,1,0,0,0,0,0,1,0,0,0,0,"Beopcheolhagyeon-gu (Online)","ROAD"
"1229-1765","1229-1765",0,1,0,0,0,0,0,1,0,0,0,0,"Daehanbonchohakoeji","ROAD"
"1229-1935","1229-1935",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of the Korean electrochemical society","ROAD"
"1229-4322","1229-4322",0,1,0,0,0,0,0,1,0,0,0,0,"Hakgyosuhak","ROAD"
"1229-604X","1229-604X",0,1,0,0,0,0,0,1,0,0,0,0,"Han-gukgigyegisulhakoeji (Online)","ROAD"
"1229-7607","1229-7607",0,1,0,0,0,1,0,1,0,0,0,1,"Transactions on electrical and electronic materials","ROAD"
"1229-845X","1229-845X",0,1,1,1,1,1,0,1,1,1,1,1,"Journal of veterinary science","ROAD"
"1231-3726","1231-3726",0,1,0,0,0,1,0,1,0,0,0,1,"Archives of Hydro-Engineering and Environmental Mechanics.","ROAD"
"1243-969X","1243-969X",0,1,0,0,0,0,0,1,0,0,0,0,"Acquisition et interaction en langue étrangère.","ROAD"
"1287-471X","1287-471X",0,1,0,0,0,0,0,1,0,0,0,0,"Cahiers de l'URMIS.","ROAD"
"1301-0522","1301-0522",0,1,0,0,0,0,0,1,0,0,0,0,"Ankara üniversitesi ilahiyat fakültesi dergisi.","ROAD"
"1303-6203","1300-0632",0,1,0,0,1,1,0,1,0,0,1,1,"Turkish journal of electrical engineering and computer sciences.","ROAD"
"1308-6316","1302-0234",0,1,0,0,1,0,0,1,0,0,1,1,"Türkiye Fiziksel Tıp ve Rehabilitasyon Dergisi.","ROAD"
"1310-0157","1310-0157",0,1,0,0,0,0,0,1,0,0,0,0,"Bulgarian Journal of Physics.","ROAD"
"1310-4624","1310-4624",0,1,0,0,0,0,0,1,0,0,0,0,"Izdatel.","ROAD"
"1311-9427","1311-9427",0,1,0,0,0,0,0,1,0,0,0,0,"Naučni trudove na Sʺûza na učenite - Provdiv.","ROAD"
"1312-7594","1312-7594",0,1,0,0,0,0,0,1,0,0,0,0,"International Mathematical Forum.","ROAD"
"1313-048X","1313-0455",0,1,0,0,0,0,0,1,0,0,0,0,"International Journal Information Technologies & Knowledge.","ROAD"
"1313-1141","1313-1141",0,1,0,0,0,0,0,1,0,0,0,0,"International Conference e-Management & Business Intelligence.","ROAD"
"2379-9307","2379-9307",0,1,0,0,0,0,0,1,0,0,0,0,"Creighton journal of interdisciplinary leadership.","ROAD"
"2382-5073","2382-5073",0,1,0,0,0,0,0,1,0,0,0,0,"Himalayan Journal of Sociology Anthropology.","ROAD"
"2382-5537","2382-5537",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of microbiology and allied sciences.","ROAD"
"2382-963X","",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of applied business and finance researches","ROAD"
"2382-9737","2382-9737",0,1,0,0,0,0,0,1,0,0,0,0,"Majallah-i salāmat va bihdāsht","ROAD"
"2382-9931","2251-6298",0,1,0,0,0,0,0,1,0,0,0,0,"Mudīriyyat-i āb va ābyārī","ROAD"
"2383-0328","2383-0328",0,1,0,0,0,0,0,1,0,0,0,0,"Taḥqīqāt-i ravānshinākhtī","ROAD"
"2383-0484","2383-0484",0,1,0,0,0,0,0,1,0,0,0,0,"Taḥqīqāt-i tārīkh-i ijtimā̒ī","ROAD"
"2383-076X","2383-076X",0,1,0,0,0,0,0,1,0,0,0,0,"Justār/hā-yi falsafah-i dīn","ROAD"
"2383-0980","2383-0980",0,1,0,0,0,0,0,1,0,0,0,0,"Scientific journal of mechanical and industrial engineering","ROAD"
"2383-1235","2345-2366",0,1,0,0,0,0,0,1,0,0,0,0,"Pizhūhish/hā-yi adabiyyāt-i taṭbīqī","ROAD"
"2383-1529","2383-1529",0,1,0,0,0,0,0,1,0,0,0,0,"Zirā̒at va fanāvarī-i za̒farān","ROAD"
"2383-1553","2383-1553",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of art and architecture studies","ROAD"
"2383-1650","2383-1650",0,1,0,0,0,0,0,1,0,0,0,0,"Pizhuhish/nāmah-i intiqādī-i mutūn va barnāmah/hā-yi ̒ulūm-i insānī","ROAD"
"2383-2983","2251-9165",0,1,0,0,0,0,0,1,0,0,0,0,"Muhandisī-i mālī va mudīriyyat-i urāq-i bahādār.","ROAD"
"2383-3815","2345-3354",0,1,0,0,0,0,0,1,0,0,0,0,"Dānish-i intiẓāmī-i Alburz.","ROAD"
"2383-5508","2383-5036",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of the Korean association of pediatric surgeons","ROAD"
"2383-6709","2383-6709",0,1,0,0,0,0,0,1,0,0,0,0,"Jeonjachaek gisul jeonsi mit haksuldaehoe nonmunjip","ROAD"
"2383-7292","2383-7292",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of artificial intelligence and applications for smart devices Online","ROAD"
"2383-9651","2288-1174",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of the Korean society of integrative medicine","ROAD"
"2384-0242","2384-0242",0,1,0,0,0,0,0,1,0,0,0,0,"Childhood kidney diseases","ROAD"
"2384-2431","2384-2423",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of sleep medicine","ROAD"
"2384-6321","2384-6321",0,1,0,0,0,0,0,1,0,0,0,0,"Greener Journal of Biochemistry and Biotechnology.","ROAD"
"2385-0892","2385-0892",0,1,0,0,0,0,0,1,0,0,0,0,"Poliarchie/Polyarchies.","ROAD"
"2385-1635","2385-1635",0,1,0,0,0,0,0,1,0,0,0,0,"English literature.","ROAD"
"2385-2712","2385-2712",0,1,0,0,0,0,0,1,0,0,0,0,"Mediterranean journal of medical sciences.","ROAD"
"2385-2836","2385-2836",0,1,0,0,0,0,0,1,0,0,0,0,"Current trends in clinical embryology.","ROAD"
"2385-3565","0211-6030",0,1,0,0,0,0,0,1,0,0,0,0,"Estudi general.","ROAD"
"2385-4332","1695-8950",0,1,0,0,0,0,0,1,0,0,0,1,"Monografíes del Museu de Ciènces Naturals.","ROAD"
"2385-4650","1390-2776",0,1,0,0,0,0,0,1,0,0,0,0,"Revista iberoamericana de economía ecológica.","ROAD"
"2385-779X","2385-779X",0,1,0,0,0,0,0,1,0,0,0,0,"Revista de victimología =.","ROAD"
"2386-0138","2232-321X",0,1,0,0,0,0,0,1,0,0,0,0,"Zbrana dela slovenskih pesnikov in pisateljev","ROAD"
"2386-3137","2340-8170",0,1,0,0,0,0,0,1,0,0,0,0,"Tuning journal for higher education.","ROAD"
"2386-463X","1576-3080",0,1,0,0,0,1,0,1,0,0,0,1,"Medicina naturista.","ROAD"
"2386-7175","2386-7167",0,1,0,0,0,0,0,1,0,0,0,0,"Monografíes de prehistòria i arqueologia castellonenques","ROAD"
"2387-306X","0803-2610",0,1,0,0,0,0,0,1,0,0,0,0,"Forskningsrapport.","ROAD"
"2391-436X","2391-436X",0,1,0,0,0,0,0,1,0,0,0,0,"Trends in Sport Sciences.","ROAD"
"2391-7571","1429-186X",0,1,0,0,0,0,0,1,0,0,0,0,"Rocznik Andragogiczny.","ROAD"
"2391-7989","2300-7893",0,1,0,0,0,0,0,1,0,0,0,0,"Chirurgia Plastyczna i Oparzenia.","ROAD"
"2391-8160","2391-8160",0,1,0,0,0,0,0,1,0,0,0,0,"Balkan Region Conference on Engineering and Business Education.","ROAD"
"2391-940X","1643-2762",0,1,0,0,0,0,0,1,0,0,0,0,"Studia Oecumenica.","ROAD"
"2392-0890","2392-0890",0,1,0,0,0,0,0,1,0,0,0,0,"Studies in Global Ethics and Global Education.","ROAD"
"2392-1838","2392-1838",0,1,0,0,0,0,0,1,0,0,0,0,"Kwartalnik Prawo, Społeczeństwo, Ekonomia.","ROAD"
"2393-1493","2393-1485",0,1,0,0,0,0,0,1,0,0,0,0,"Annals of ""Valahia"" University of Târgovişte","ROAD"
"2393-6738","2393-672X",0,1,0,0,0,0,0,1,0,0,0,0,"Comercio exterior global.","ROAD"
"2393-6967","2393-6959",0,1,0,0,0,0,0,1,0,0,0,0,"Educación en ciencias biológicas.","ROAD"
"2393-8048","2393-8048",0,1,0,0,0,0,0,1,0,0,0,0,"International advance journal of engineering, science & management.","ROAD"
"2393-8447","2393-8447",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of advanced engineering research.","ROAD"
"2393-8455","2393-8455",0,1,0,0,0,0,0,1,0,0,0,0,"Computer applications : an international journal.","ROAD"
"2393-8560","2393-8560",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of comrehensive research in biological sciences.","ROAD"
"2393-9001","2393-9001",0,1,0,0,0,0,0,1,0,0,0,0,"The Apollonian : a journal of interdisciplinary studies.","ROAD"
"2393-9109","2393-9095",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of material science and mechanical engineering.","ROAD"
"2393-9133","2393-9133",0,1,0,0,0,0,0,1,0,0,0,0,"SSRG international journal of applied chemistry.","ROAD"
"2393-915X","2393-915X",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of contemporary medical research.","ROAD"
"2393-9516","2393-9516",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of engineering trends and applications.","ROAD"
"2393-994X","2393-994X",0,1,0,0,0,0,0,1,0,0,0,0,"Karpagam journal of engineering research.","ROAD"
